Ia,Ib,Ic,Va,Vb,Vc,Fault_Type
682.8284465,-827.3064345,144.4757246,-0.008654107,-0.031553616,0.040207723,LLLG
-64.89199361,84.14343807,-22.24801638,-0.389624978,-0.203723218,0.593348196,Normal
-117.7954486,40.14440323,-49.68454178,-0.3668543,0.591493289,-0.22463899,LG
-31.51352434,-459.4688566,493.3346245,-0.483641873,-0.032021518,0.515663391,LL
-56.67732051,-101.2923505,160.4009477,-0.499820239,-0.041557531,0.54137777,LL
-41.48531464,100.2420833,-62.19984253,-0.590323245,0.145408187,0.444915058,Normal
-70.7825873,56.63269346,11.27601086,-0.085699118,-0.466229832,0.55192895,Normal
-51.58677114,15.80065053,32.44965441,0.33627554,-0.582584168,0.246308628,Normal
-315.6881412,-568.1422443,-56.82174359,-0.037306958,0.32910431,-0.291797352,LLG
-283.219262,-583.4286235,866.645622,-0.041866584,0.015259044,0.02660754,LLLG
240.4351801,610.1575859,57.7215446,0.041499123,-0.307024755,0.265525633,LLG
-387.4055148,15.89535016,-45.77726924,-0.303804438,0.599761783,-0.295957345,LG
-682.3366515,339.4200884,0.876155401,-0.063517538,0.258718325,-0.195200787,LLG
-585.9483012,866.0413881,-278.0607271,0.014987616,0.026826109,-0.041813725,LLL
-28.15461268,-8.776529264,33.72881981,0.509232485,-0.506819352,-0.002413134,Normal
-65.73978408,609.771349,-541.6180515,-0.182701592,-0.029167574,0.211869167,LL
29.90690879,-30.8081652,-2.162288144,0.538309323,-0.038773178,-0.499536145,Normal
737.2339376,-792.0951532,-18.60379729,-0.003366515,-0.123680572,0.127047086,LLG
173.9642927,659.1104782,57.74799115,0.040697687,-0.288972842,0.248275155,LLG
-145.0614903,38.29316508,-49.50471856,-0.363244903,0.595329362,-0.232084459,LG
-57.87421395,-76.84921486,137.1549009,-0.496630264,-0.041802792,0.538433056,LL
45.62128734,-22.41786209,-26.3796947,0.40653096,0.188020728,-0.594551689,Normal
-731.5737045,222.2433387,511.513987,-0.013315512,0.033844808,-0.020529296,LLL
-26.27740431,95.73702381,-72.71218774,-0.61829853,0.287459588,0.330838941,Normal
-824.6901825,140.2334709,686.5531463,-0.031764337,0.04018357,-0.008419233,LLL
646.4234311,-850.0434434,-27.73230901,-0.010575533,-0.060693093,0.071268627,LLG
766.6456732,-2.716927056,-763.9282575,0.0357792,-0.037560444,0.001781244,LLLG
-72.66051069,67.48221909,1.706199071,-0.135237542,-0.432355169,0.567592711,Normal
386.632463,495.9211356,-880.5065375,0.042315172,-0.020019528,-0.022295645,LLL
-45.62531353,778.1191649,-729.9023466,0.09029491,-0.008842772,-0.081452137,LL
835.425811,-660.6718668,-73.83228568,0.007216692,-0.117809406,0.110592714,LLLG
40.39837409,-26.09026882,-17.48712317,0.463873875,0.104343797,-0.568217673,Normal
876.4483345,54.97629837,-1.031125682,-0.080024263,-0.177420855,0.257445118,LG
802.4869158,67.19057436,-18.60973274,-0.207159966,0.038821536,0.168338431,LG
-731.7725554,794.6326644,-60.75134857,0.004669541,0.034138758,-0.038808299,LLL
-64.37640712,82.75548379,-15.94241348,-0.464198932,-0.042432824,0.506631756,LL
-809.6252709,98.20767838,711.4153646,-0.033057269,0.039519392,-0.006462123,LLLG
19.12052205,-32.20757195,10.13535167,0.578333984,-0.160578402,-0.417755582,Normal
-67.16836794,42.13694405,21.81213043,0.092941276,-0.549842655,0.456901379,Normal
-417.1090227,-454.613235,-55.7660932,-0.042353801,0.347182078,-0.304828277,LLG
839.6102199,-233.0672083,27.94160983,0.02896078,-0.346282762,0.317321981,LLG
-576.0454605,1.541913932,-38.81200907,-0.246695012,0.566525912,-0.3198309,LG
-429.7549883,15.86152319,-44.37538003,-0.300912808,0.598334744,-0.297421936,LG
622.522535,-868.7038152,-30.09228075,-0.012078859,-0.043396491,0.05547535,LLG
-68.74568697,524.8622255,-453.62609,-0.254480275,-0.033651318,0.288131593,LL
565.6500931,-870.9172088,305.2648541,-0.016271382,-0.025708954,0.041980337,LLLG
860.0613636,61.26877635,-8.834436522,-0.137496858,-0.084604829,0.222101687,LG
-54.9474414,740.8903989,-683.3822211,-0.012285215,-0.017063893,0.029349108,LL
11.39861242,-29.7983361,15.32999008,0.590036247,-0.230990797,-0.35904545,Normal
51.924528,20.26361665,-75.471806,-0.063791135,0.568306693,-0.504515557,Normal
-49.42499718,767.5523563,-715.5476703,0.051071779,-0.012067231,-0.039004548,LL
-10.69761413,-759.7561695,-56.36490659,-0.037760801,0.238616692,-0.20085589,LLG
554.9174699,-873.1719542,318.2522209,-0.016883828,-0.025177573,0.042061401,LLLG
76.66768555,-42.84653552,49.86195756,0.371593631,-0.584645936,0.213052305,LG
-12.08348848,-630.964341,645.3371695,-0.411581807,-0.021892243,0.433474051,LL
49.03118615,-16.91125596,-35.41813993,0.347960957,0.260403608,-0.608364565,Normal
-23.90382485,-752.0589283,778.044132,-0.038072548,0.002948599,0.035123949,LLL
624.9140938,70.72976226,-33.78560308,-0.307548519,0.25005159,0.057496929,LG
-33.45863444,99.72480337,-69.69657143,-0.611297514,0.227771937,0.383525577,Normal
21.18201611,-788.4855221,769.8692609,-0.195682303,-0.000992625,0.196674928,LL
216.0566913,-867.239141,-51.4075182,-0.031036295,0.158138032,-0.127101737,LLG
-440.9297711,-430.3586889,-55.2632659,-0.042310793,0.351589607,-0.309278814,LLG
41.39492343,144.8484807,-183.528877,0.496481618,0.04097267,-0.537454288,LL
393.2010307,-19.09388901,45.40391272,0.311725973,-0.60217163,0.290445656,LG
-215.9812609,-632.9442429,851.0096849,-0.041213261,0.012095686,0.029117575,LLL
-464.312711,-405.6843921,-54.7059787,-0.042225732,0.355649961,-0.31342423,LLG
-45.21511986,5.449327725,36.79474117,0.389948762,-0.575036149,0.185087386,Normal
5.765363453,-18.17859802,25.80941553,0.583762637,-0.326049072,-0.257713565,Normal
-52.29593476,-172.1164795,226.6519407,-0.506264206,-0.040389477,0.546653683,LL
852.4221819,-222.8472201,-629.5732858,0.029030354,-0.041274682,0.012244328,LLLG
-70.24280169,77.63492128,-10.62381224,-0.278057889,-0.31986671,0.597924599,Normal
-611.7800268,-252.8483539,864.8053206,-0.038073347,0.029524934,0.008548412,LLLG
-38.80478725,785.0582606,-743.7402195,0.151879209,-0.003567116,-0.148312092,LL
-68.24676871,45.09945568,19.92709129,0.06472115,-0.539501415,0.474780266,Normal
-70.86299546,55.98479199,11.89226786,-0.067244174,-0.476742466,0.54398664,Normal
-660.6822393,-177.9412389,838.6212147,-0.039634065,0.032844664,0.0067894,LLLG
53.05944106,16.07751785,-72.29769868,-0.034771488,0.554749668,-0.51997818,Normal
789.4118942,-738.8010978,-48.54376945,0.000606714,-0.036960286,0.036353572,LLL
108.5520612,705.977754,-812.4068213,0.039631004,-0.006866855,-0.03276415,LLL
-322.3282215,-551.5163803,873.8423494,-0.042130231,0.017103991,0.02502624,LLLG
679.5347333,150.952991,-828.4353447,0.039095992,-0.033596506,-0.005499486,LLL
22.4579878,67.6177721,-93.47238322,-0.464103991,0.597590085,-0.133486094,Normal
-428.0500798,-67.10977384,42.70153993,0.35890919,-0.394102025,0.035192835,LG
-604.165501,-236.630256,-49.79665075,-0.040667091,0.373342798,-0.332675707,LLG
53.80841037,18.02331881,-74.18341874,-0.017363051,0.547967883,-0.530604832,Normal
751.4550212,-778.9620294,-16.87626086,-0.002038686,-0.134790592,0.136829277,LLG
-69.78199152,396.4475284,-324.295508,-0.3380436,-0.038134048,0.376177648,LL
-27.83417086,-10.04386753,34.79648154,0.509742097,-0.507568789,-0.002173307,Normal
568.1105518,-876.3575044,-33.86711951,-0.01563266,-0.013638857,0.029271517,LLG
88.53399703,52.64648202,-49.46595223,-0.382197729,0.544471349,-0.162273621,LG
305.4273747,557.4364177,57.33919733,0.042044604,-0.323183753,0.281139149,LLG
19.73674585,48.77119412,-49.84631741,-0.379411961,0.563652723,-0.184240762,LG
-229.4091772,-623.1907875,854.684346,-0.04136289,0.012731905,0.028630986,LLL
-764.4699584,309.7792692,456.8757757,-0.093865567,0.053584295,0.040281272,LLL
810.643122,-135.9899374,20.03573945,0.032154477,-0.357031623,0.324877145,LLLG
-115.9410652,-54.10702689,49.22794904,0.382657855,-0.53585149,0.153193635,LG
827.9293073,65.23510656,-14.91717665,-0.18127013,-0.008740142,0.190010272,LG
367.0711975,8.567716507,9.656488315,0.305751269,-0.575931351,0.270180081,LLLG
25.64805093,-27.21526358,-1.871678131,0.551429134,-0.074199407,-0.477229727,Normal
-183.8546545,-57.52159644,48.4217505,0.382143169,-0.512008307,0.129865138,LG
-637.4350993,-186.4807064,-43.63974708,-0.020118824,0.366279432,-0.346160608,LLG
212.7414536,-33.50190016,48.84362145,0.352676216,-0.602342225,0.24966601,LG
-47.17533428,774.4622516,-724.7001292,0.074661634,-0.010140141,-0.064521493,LL
328.8686222,-874.0480129,547.1772808,-0.027556549,-0.014072509,0.041629058,LLL
-35.54148165,93.68047249,-61.03421916,-0.600836051,0.187769373,0.413066678,Normal
-69.42377999,77.78468266,-11.47132022,-0.294540155,-0.304696616,0.59923677,Normal
-398.3178997,-484.087319,882.4029681,-0.042377118,0.020676562,0.021700556,LLLG
-245.8201981,862.2243869,50.13121506,0.030447332,-0.14241461,0.111967278,LLG
49.32772738,-44.59355559,49.92080177,0.374299148,-0.579358903,0.205059755,LG
-877.5637217,-53.5481111,-0.537319563,0.068233794,0.195531484,-0.263765278,LG
35.15042678,53.04239405,-91.5946619,-0.349024175,0.625891153,-0.276866978,Normal
51.28497424,21.61081661,-75.93528806,-0.100578723,0.581953554,-0.481374831,Normal
58.62826496,-793.0523183,734.4217899,-0.036160809,-0.00102571,0.037186519,LLLG
48.78098786,29.44618705,-81.63684896,-0.139612634,0.597190909,-0.457578276,Normal
129.8282459,-46.60618045,49.94617161,0.368017955,-0.598208084,0.230190128,LLG
250.2082133,-858.309921,610.1007501,-0.030462905,-0.010251401,0.040714307,LLL
-48.36443624,94.09738525,-48.73730644,-0.551469248,0.047973972,0.503495277,Normal
698.9779628,12.84393457,31.6377607,0.182257004,-0.51117536,0.328918356,LG
631.5609478,-859.6529074,228.1073822,-0.012109814,-0.029108919,0.041218733,LLLG
-52.48281393,91.62292716,-42.02950444,-0.522504949,-0.009824619,0.532329568,Normal
-61.36211062,30.49277286,27.52805849,0.21117114,-0.579015893,0.367844753,Normal
752.3998986,25.08349361,-777.4830243,0.036470205,-0.036923703,0.000453498,LLLG
52.17664076,-111.4841155,62.00413831,0.446705621,0.042258523,-0.488964144,LL
39.232166,47.2438293,-89.87979408,-0.300012116,0.626726767,-0.32671465,Normal
877.5605213,53.54840916,0.537387689,-0.068228059,-0.195531417,0.263759476,LG
5.72255724,-732.3499392,728.9559301,-0.312402052,-0.010909273,0.323311325,LL
53.01735791,20.8922729,-76.34233004,-0.04588025,0.561550526,-0.515670276,Normal
216.7447816,633.2383199,-849.9853652,0.041166313,-0.012022151,-0.029144162,LLLG
-45.52407595,6.671244171,35.76534624,0.389457416,-0.574313572,0.184856155,Normal
-727.1536687,-16.38584727,-34.23100461,-0.046420606,0.369981978,-0.323561372,LLG
-67.31605321,41.41849209,23.02809378,0.066201307,-0.541678144,0.475476837,Normal
-202.4998731,-642.5413996,847.1252535,-0.041053468,0.01145649,0.029596978,LLL
-772.0395214,15.90986912,758.2242745,-0.035398476,0.037884757,-0.002486281,LLL
403.9589992,16.7213023,8.001666063,0.290580725,-0.566971396,0.276390671,LLLG
51.90274994,736.7831981,56.89961517,0.038628504,-0.252072345,0.213443841,LLG
876.2121817,56.34484056,-2.603729038,-0.091664249,-0.159135228,0.250799477,LG
488.830917,-10.39763069,42.44478887,0.281448002,-0.58899314,0.307545138,LG
-635.1744027,-13.26795819,-32.06202372,-0.176511832,0.511175522,-0.334663689,LG
-869.6883457,498.6163969,-10.05245188,-0.017397725,0.279724367,-0.262326643,LLG
-66.17834034,-730.1834365,796.3595204,-0.038913727,0.004950792,0.033962935,LLLG
-47.28904881,99.76885201,-55.93056544,-0.566041422,0.079555877,0.486485545,Normal
-503.3341842,886.8910295,38.12177499,0.019263864,-0.021826801,0.002562938,LLG
-565.5854864,315.2628611,4.418953708,0.005887164,0.194139815,-0.200026979,LLG
52.57471452,17.47994359,-72.98037384,-0.071759449,0.570081088,-0.498321639,Normal
42.66782185,120.6562271,-160.6104582,0.494022551,0.041291301,-0.535313852,LL
391.555109,-881.9769039,490.4195315,-0.024954023,-0.017147559,0.042101583,LLLG
34.25653349,-23.90926327,21.40804695,0.368257739,-0.561167799,0.19291006,Normal
-19.08098831,96.09020519,-80.40944569,-0.619708826,0.355136791,0.264572035,Normal
808.49349,-714.5819316,-8.927698597,0.004173393,-0.18313798,0.178964587,LLG
521.9108064,-878.6448149,356.7317473,-0.018695432,-0.023546755,0.042242187,LLLG
-66.45486511,83.64361303,-20.30185691,-0.367352394,-0.229304871,0.596657265,Normal
828.5489986,33.72557724,18.15058022,0.069301807,-0.385626551,0.316324744,LG
9.452477051,-25.64150767,12.74443496,0.589310163,-0.237298423,-0.35201174,Normal
381.1061578,-898.3102714,-45.01119776,-0.024528838,0.085553219,-0.061024381,LLG
26.53863117,375.1536297,-399.0736218,0.493904716,0.035636683,-0.529541399,LL
8.49680411,-25.40713353,13.46541999,0.590018493,-0.245870782,-0.344147711,Normal
-58.68515159,25.19425016,30.27686323,0.246581996,-0.584031023,0.337449027,Normal
35.84259059,239.99539,-273.1213503,0.501365653,0.039297637,-0.54066329,LL
-523.7040715,-355.0065382,-51.40375994,-0.038185924,0.367309295,-0.329123372,LLG
-843.5641864,193.9791652,649.5827576,-0.029949215,0.040965918,-0.011016704,LLLG
851.4673407,-221.4304984,-630.0391058,0.028938423,-0.041200205,0.012261783,LLLG
-872.4758,554.1381954,320.3613889,-0.013702766,0.041584319,-0.027881553,LLL
15.67589657,69.91252038,-88.4984295,-0.514771456,0.56254086,-0.047769404,Normal
-826.8790927,682.2741509,146.7106646,-0.005287717,0.039057828,-0.033770111,LLL
-71.64189803,62.62307366,5.914081128,-0.124292549,-0.440959435,0.565251984,Normal
-278.7093459,28.50801067,-47.87792142,-0.339904125,0.605641604,-0.26573748,LG
-487.6214671,881.6079392,-393.9884689,0.020417013,0.021947602,-0.042364615,LLLG
